ImageID,Source,LabelName,Confidence
7183696068f904ff,verification,/m/013_1c,1.0
7183696068f904ff,verification,/m/026bk,0.0
7183696068f904ff,crowdsource-verification,/m/0bt_c3,1.0
718369f0bb027907,verification,/m/04h4w,1.0
718369f0bb027907,verification,/m/05s2s,1.0
718369f0bb027907,verification,/m/07j7r,1.0
718369f0bb027907,verification,/m/0838f,1.0
7183725f8dd99997,crowdsource-verification,/m/01_bhs,0.0
7183725f8dd99997,verification,/m/01j2bj,1.0
7183725f8dd99997,verification,/m/01yrx,0.0
7183725f8dd99997,crowdsource-verification,/m/02wbm,0.0
7183725f8dd99997,crowdsource-verification,/m/07jdr,0.0
7183725f8dd99997,verification,/m/095bb,1.0
7183725f8dd99997,verification,/m/0hcr,1.0
71836d169b8f9995,crowdsource-verification,/m/01m3v,1.0
71836d169b8f9995,verification,/m/04gcl9,0.0
71836c97a3206144,verification,/m/0175cv,1.0
71836c97a3206144,verification,/m/02p5crg,0.0
71836c97a3206144,verification,/m/03vt0,1.0
71836c97a3206144,verification,/m/03xxp,1.0
71836c97a3206144,verification,/m/040dl5,0.0
71836c97a3206144,verification,/m/04jv11,0.0
71836c97a3206144,verification,/m/0dzd2h,0.0
71836c97a3206144,verification,/m/0jbk,1.0
718368fa04c1f199,crowdsource-verification,/m/01_bhs,1.0
718368fa04c1f199,verification,/m/0284d_b,0.0
718368fa04c1f199,verification,/m/04dcp6,0.0
718368fa04c1f199,verification,/m/08qlq7,0.0
7183710628715b5d,verification,/m/01_bhs,1.0
7183710628715b5d,verification,/m/02wbm,1.0
71836ee90ba69420,verification,/m/01bqvp,1.0
71836ee90ba69420,crowdsource-verification,/m/07jdr,0.0
